city_id,state,city,latitude,longitude,region,logistics_tier,demand_weight,warehouse_candidate
C00072,Andhra Pradesh,Kondapalle,16.61989,80.54244,South,Tier 3,0.2,False
C00073,Andhra Pradesh,Korukollu,16.5,81.25,South,Tier 3,0.2,False
C00074,Andhra Pradesh,Kosigi,15.8551,77.24463,South,Tier 3,0.2,False
C00075,Andhra Pradesh,Kovvur,17.0162,81.72934,South,Tier 3,0.2,False
C00076,Andhra Pradesh,Krishna,16.66667,81.0,South,Tier 3,0.2,False
C00077,Andhra Pradesh,Kuppam,12.74931,78.34189,South,Tier 3,0.2,False
C00078,Andhra Pradesh,Kurnool,15.58333,78.33333,South,Tier 3,0.2,False
C00079,Andhra Pradesh,Macherla,16.47635,79.43533,South,Tier 3,0.2,False
C00080,Andhra Pradesh,Machilipatnam,16.18747,81.13888,South,Tier 3,0.2,False
C00081,Andhra Pradesh,Madanapalle,13.5503,78.50288,South,Tier 3,0.2,False
C00082,Andhra Pradesh,Madugula,17.91589,82.81578,South,Tier 3,0.2,False
C00083,Andhra Pradesh,Mandapeta,16.86254,81.92921,South,Tier 3,0.2,False
C00084,Andhra Pradesh,Mandasa,18.8683,84.46296,South,Tier 3,0.2,False
C00085,Andhra Pradesh,Mangalagiri,16.43083,80.56815,South,Tier 3,0.2,False
C00086,Andhra Pradesh,Markapur,15.73534,79.26848,South,Tier 3,0.2,False
C00087,Andhra Pradesh,Nagari,13.32139,79.58557,South,Tier 3,0.2,False
C00088,Andhra Pradesh,Nagireddipalli,14.27005,79.10131,South,Tier 3,0.2,False
C00089,Andhra Pradesh,Nandigama,16.7717,80.28596,South,Tier 3,0.2,False
C00090,Andhra Pradesh,Nandikotkur,15.85668,78.26569,South,Tier 3,0.2,False
C00091,Andhra Pradesh,Nandyal,15.47799,78.4836,South,Tier 3,0.2,False
C00092,Andhra Pradesh,Narasannapeta,18.41428,84.04463,South,Tier 3,0.2,False
C00093,Andhra Pradesh,Narasapur,16.43425,81.69845,South,Tier 3,0.2,False
C00094,Andhra Pradesh,Narasaraopet,16.23488,80.04927,South,Tier 3,0.2,False
C00095,Andhra Pradesh,Narasingapuram,13.60759,79.31652,South,Tier 3,0.2,False
C00096,Andhra Pradesh,Narayanavanam,13.42565,79.58881,South,Tier 3,0.2,False
C00097,Andhra Pradesh,Narsipatnam,17.66709,82.61245,South,Tier 3,0.2,False
C00098,Andhra Pradesh,Nayudupet,13.90742,79.89465,South,Tier 3,0.2,False
C00099,Andhra Pradesh,Nellore,14.08333,79.58333,South,Tier 3,0.2,False
C00100,Andhra Pradesh,Nidadavole,16.90572,81.67222,South,Tier 3,0.2,False
C00101,Andhra Pradesh,Nuzvid,16.78854,80.84593,South,Tier 3,0.2,False
C00102,Andhra Pradesh,Ongole,15.50357,80.04454,South,Tier 3,0.2,False
C00103,Andhra Pradesh,Pakala,13.44903,79.11493,South,Tier 3,0.2,False
C00104,Andhra Pradesh,Palakollu,16.5167,81.73,South,Tier 3,0.2,False
C00105,Andhra Pradesh,Palasa,18.77257,84.41012,South,Tier 3,0.2,False
C00106,Andhra Pradesh,Palkonda,18.60374,83.75568,South,Tier 3,0.2,False
C00107,Andhra Pradesh,Pallevada,16.5779,81.29463,South,Tier 3,0.2,False
C00108,Andhra Pradesh,Palmaner,13.2,78.74725,South,Tier 3,0.2,False
C00109,Andhra Pradesh,Parlakimidi,18.78113,84.08836,South,Tier 3,0.2,False
C00110,Andhra Pradesh,Parvatipuram,18.78392,83.42569,South,Tier 3,0.2,False
C00111,Andhra Pradesh,Pavuluru,15.85292,80.16468,South,Tier 3,0.2,False
C00112,Andhra Pradesh,Pedana,16.25582,81.14378,South,Tier 3,0.2,False
C00113,Andhra Pradesh,Pedda Nakkalapalem,15.8668,80.16202,South,Tier 3,0.2,False
C00114,Andhra Pradesh,Peddapuram,17.07701,82.13836,South,Tier 3,0.2,False
C00115,Andhra Pradesh,Penugonda,16.65363,81.7455,South,Tier 3,0.2,False
C00116,Andhra Pradesh,Penukonda,14.08286,77.59473,South,Tier 3,0.2,False
C00117,Andhra Pradesh,Phirangipuram,16.29078,80.26233,South,Tier 3,0.2,False
C00118,Andhra Pradesh,Pippara,16.71667,81.55,South,Tier 3,0.2,False
C00119,Andhra Pradesh,Pithapuram,17.1168,82.25284,South,Tier 3,0.2,False
C00120,Andhra Pradesh,Polavaram,17.24754,81.64372,South,Tier 3,0.2,False
C00121,Andhra Pradesh,Ponnur,16.07114,80.54944,South,Tier 3,0.2,False
C00122,Andhra Pradesh,Ponnuru,16.06547,80.55203,South,Tier 3,0.2,False
C00123,Andhra Pradesh,Prakasam,15.5,79.5,South,Tier 3,0.2,False
C00124,Andhra Pradesh,Proddatur,14.7502,78.54813,South,Tier 3,0.2,False
C00125,Andhra Pradesh,Pulivendla,14.42139,78.22502,South,Tier 3,0.2,False
C00126,Andhra Pradesh,Punganuru,13.36672,78.57186,South,Tier 3,0.2,False
C00127,Andhra Pradesh,Puttaparthi,14.1652,77.8117,South,Tier 3,0.2,False
C00128,Andhra Pradesh,Puttur,13.44189,79.55314,South,Tier 3,0.2,False
C00129,Andhra Pradesh,Rajahmundry,17.00517,81.77784,South,Tier 3,0.2,False
C00130,Andhra Pradesh,Ramachandrapuram,16.83636,82.02871,South,Tier 3,0.2,False
C00131,Andhra Pradesh,Ramanayyapeta,16.94516,82.2385,South,Tier 3,0.2,False
C00132,Andhra Pradesh,Ramapuram,15.28749,77.86722,South,Tier 3,0.2,False
C00133,Andhra Pradesh,Rampachodavaram,17.44088,81.77558,South,Tier 3,0.2,False
C00134,Andhra Pradesh,Rayachoti,14.05723,78.75056,South,Tier 3,0.2,False
C00135,Andhra Pradesh,Rayadrug,14.69971,76.85241,South,Tier 3,0.2,False
C00136,Andhra Pradesh,Razam,18.44909,83.65957,South,Tier 3,0.2,False
C00137,Andhra Pradesh,Razampeta,14.19544,79.15896,South,Tier 3,0.2,False
C00138,Andhra Pradesh,Razole,16.47608,81.83912,South,Tier 3,0.2,False
C00139,Andhra Pradesh,Renigunta,13.65143,79.51256,South,Tier 3,0.2,False
C00140,Andhra Pradesh,Repalle,16.0184,80.82958,South,Tier 3,0.2,False
C00141,Andhra Pradesh,Salur,18.51716,83.20548,South,Tier 3,0.2,False
C00142,Andhra Pradesh,Samalkot,17.05675,82.17639,South,Tier 3,0.2,False
C00143,Andhra Pradesh,Sattenapalle,16.39381,80.15221,South,Tier 3,0.2,False
C00144,Andhra Pradesh,Singarayakonda,15.23046,80.02794,South,Tier 3,0.2,False
C00145,Andhra Pradesh,Sompeta,18.94419,84.58449,South,Tier 3,0.2,False
C00146,Andhra Pradesh,Srikakulam,18.2989,83.89751,South,Tier 3,0.2,False
C00147,Andhra Pradesh,Srisailain,16.07217,78.86816,South,Tier 3,0.2,False
C00148,Andhra Pradesh,Suluru,13.7,80.01667,South,Tier 3,0.2,False
C00149,Andhra Pradesh,Tadepalle,16.48333,80.6,South,Tier 3,0.2,False
C00150,Andhra Pradesh,Tadepallegudem,16.81467,81.52717,South,Tier 3,0.2,False
C00151,Andhra Pradesh,Tadpatri,14.90832,78.01031,South,Tier 3,0.2,False
C00152,Andhra Pradesh,Tanuku,16.75438,81.68143,South,Tier 3,0.2,False
C00153,Andhra Pradesh,Tekkali,18.6057,84.23546,South,Tier 3,0.2,False
C00154,Andhra Pradesh,Tirumala,13.68333,79.35,South,Tier 3,0.2,False
C00155,Andhra Pradesh,Tirupati,13.63551,79.41989,South,Tier 3,0.2,False
C00156,Andhra Pradesh,Tuni,17.35905,82.54607,South,Tier 3,0.2,False
C00157,Andhra Pradesh,Uravakonda,14.94348,77.25494,South,Tier 3,0.2,False
C00158,Andhra Pradesh,Vadlamuru,17.09545,82.16565,South,Tier 3,0.2,False
C00159,Andhra Pradesh,Vadlapudi,14.31119,79.8043,South,Tier 3,0.2,False
C00160,Andhra Pradesh,Venkatagiri,13.96005,79.58032,South,Tier 3,0.2,False
C00161,Andhra Pradesh,Vepagunta,17.77844,83.21577,South,Tier 3,0.2,False
C00162,Andhra Pradesh,Vetapalem,15.78502,80.30663,South,Tier 3,0.2,False
C00163,Andhra Pradesh,Vijayawada,16.50745,80.6466,South,Tier 2,0.6,False
C00164,Andhra Pradesh,Vinukonda,16.0531,79.73964,South,Tier 3,0.2,False
C00165,Andhra Pradesh,Visakhapatnam,17.68009,83.20161,South,Tier 2,0.6,False
C00166,Andhra Pradesh,Vizianagaram,18.11692,83.41148,South,Tier 3,0.2,False
C00167,Andhra Pradesh,Vizianagaram District,18.41102,83.37677,South,Tier 3,0.2,False
C00168,Andhra Pradesh,Vuyyuru,16.36307,80.84406,South,Tier 3,0.2,False
C00169,Andhra Pradesh,West Godavari,17.0,81.16667,South,Tier 3,0.2,False
C00170,Andhra Pradesh,Yanam,16.73308,82.21364,South,Tier 3,0.2,False
C00171,Andhra Pradesh,Yanamalakuduru,16.48531,80.66746,South,Tier 3,0.2,False
C00172,Andhra Pradesh,Yarada,17.65872,83.27419,South,Tier 3,0.2,False
C00173,Arunachal Pradesh,Along,28.16951,94.8006,North-East,Tier 3,0.2,False
C00174,Arunachal Pradesh,Anjaw,28.06549,96.82878,North-East,Tier 3,0.2,False
C00175,Arunachal Pradesh,Basar,27.99008,94.69451,North-East,Tier 3,0.2,False
C00176,Arunachal Pradesh,Bomdila,27.26475,92.42472,North-East,Tier 3,0.2,False
C00177,Arunachal Pradesh,Changlang,27.36265,96.34518,North-East,Tier 3,0.2,False
C00178,Arunachal Pradesh,Dibang Valley,28.7,95.7,North-East,Tier 3,0.2,False
C00179,Arunachal Pradesh,East Kameng,27.3,93.05,North-East,Tier 3,0.2,False
C00180,Arunachal Pradesh,East Siang,28.12379,95.16339,North-East,Tier 3,0.2,False
C00181,Arunachal Pradesh,Hayuliang,28.07301,96.54305,North-East,Tier 3,0.2,False
C00182,Arunachal Pradesh,Itanagar,27.08694,93.60987,North-East,Tier 3,0.2,False
C00183,Arunachal Pradesh,Khonsa,27.01667,95.56667,North-East,Tier 3,0.2,False
C00184,Arunachal Pradesh,Kurung Kumey,27.99983,93.3924,North-East,Tier 3,0.2,False
C00185,Arunachal Pradesh,Lohit District,27.84012,96.19521,North-East,Tier 3,0.2,False
C00186,Arunachal Pradesh,Lower Dibang Valley,28.37258,95.8804,North-East,Tier 3,0.2,False
C00187,Arunachal Pradesh,Lower Subansiri,27.62554,93.93908,North-East,Tier 3,0.2,False
C00188,Arunachal Pradesh,Margherita,27.28482,95.66796,North-East,Tier 3,0.2,False
C00189,Arunachal Pradesh,Naharlagun,27.10467,93.69518,North-East,Tier 3,0.2,False
C00190,Arunachal Pradesh,Pasighat,28.06631,95.32678,North-East,Tier 3,0.2,False
C00191,Arunachal Pradesh,Tawang,27.57417,91.92437,North-East,Tier 3,0.2,False
C00192,Arunachal Pradesh,Tezu,27.91256,96.12882,North-East,Tier 3,0.2,False
C00193,Arunachal Pradesh,Tirap,27.01917,95.51788,North-East,Tier 3,0.2,False
C00194,Arunachal Pradesh,Upper Siang,28.83355,94.91806,North-East,Tier 3,0.2,False
C00195,Arunachal Pradesh,Upper Subansiri,28.3,94.0,North-East,Tier 3,0.2,False
C00196,Arunachal Pradesh,West Kameng,27.4,92.35,North-East,Tier 3,0.2,False
C00197,Arunachal Pradesh,West Siang,28.4,94.55,North-East,Tier 3,0.2,False
C00198,Arunachal Pradesh,Ziro,27.59497,93.83854,North-East,Tier 3,0.2,False
C00199,Assam,Abhayapuri,26.32255,90.68526,North-East,Tier 3,0.2,False
C00200,Assam,Amguri,26.81482,94.52614,North-East,Tier 3,0.2,False
C00201,Assam,Badarpur,24.86852,92.59606,North-East,Tier 3,0.2,False
C00202,Assam,Baksa,26.69804,91.15142,North-East,Tier 3,0.2,False
C00203,Assam,Barpathar,26.28709,93.88844,North-East,Tier 3,0.2,False
C00204,Assam,Barpeta,26.47104,91.0308,North-East,Tier 3,0.2,False
C00205,Assam,Barpeta Road,26.50284,90.96937,North-East,Tier 3,0.2,False
C00206,Assam,Basugaon,26.46742,90.41951,North-East,Tier 3,0.2,False
C00207,Assam,Bihpuriagaon,27.01718,93.91673,North-East,Tier 3,0.2,False
C00208,Assam,Bijni,26.49588,90.70298,North-East,Tier 3,0.2,False
C00209,Assam,Bilasipara,26.23285,90.2341,North-East,Tier 3,0.2,False
C00210,Assam,Bokajan,26.02131,93.77945,North-East,Tier 3,0.2,False
C00211,Assam,Bokakhat,26.64018,93.60052,North-East,Tier 3,0.2,False
C00212,Assam,Bongaigaon,26.4603,90.6464,North-East,Tier 3,0.2,False
C00213,Assam,Cachar,24.78213,92.85771,North-East,Tier 3,0.2,False
C00214,Assam,Chabua,27.48253,95.17451,North-East,Tier 3,0.2,False
C00215,Assam,Chapar,26.27266,90.44556,North-East,Tier 3,0.2,False
C00216,Assam,Chirang,26.52527,90.49066,North-East,Tier 3,0.2,False
C00217,Assam,Darrang,26.51195,92.16843,North-East,Tier 3,0.2,False
C00218,Assam,Dergaon,26.7,93.96667,North-East,Tier 3,0.2,False
C00219,Assam,Dhekiajuli,26.70367,92.47808,North-East,Tier 3,0.2,False
C00220,Assam,Dhemaji,27.6091,94.7942,North-East,Tier 3,0.2,False
C00221,Assam,Dhing,26.46793,92.47336,North-East,Tier 3,0.2,False
C00222,Assam,Dhubri,26.06749,90.02238,North-East,Tier 3,0.2,False
C00223,Assam,Dibrugarh,27.5,95.0,North-East,Tier 3,0.2,False
C00224,Assam,Digboi,27.39321,95.61839,North-East,Tier 3,0.2,False
C00225,Assam,Dima Hasao District,25.5,93.0,North-East,Tier 3,0.2,False
C00226,Assam,Diphu,25.84341,93.43116,North-East,Tier 3,0.2,False
C00227,Assam,Dispur,26.13564,91.80069,North-East,Tier 3,0.2,False
C00228,Assam,Duliagaon,27.37227,95.30754,North-East,Tier 3,0.2,False
C00229,Assam,Dum Duma,27.56884,95.55664,North-East,Tier 3,0.2,False
C00230,Assam,Gauripur,26.08334,89.96118,North-East,Tier 3,0.2,False
C00231,Assam,Goalpara,26.12791,90.60974,North-East,Tier 3,0.2,False
C00232,Assam,Gohpur,26.88184,93.6156,North-East,Tier 3,0.2,False
C00233,Assam,Golaghat,26.4092,93.91193,North-East,Tier 3,0.2,False
C00234,Assam,Golakganj,26.10216,89.82275,North-East,Tier 3,0.2,False
C00235,Assam,Goshaingaon,26.43946,89.96307,North-East,Tier 3,0.2,False
C00236,Assam,Guwahati,26.1844,91.7458,North-East,Tier 2,0.6,False
C00237,Assam,Haflong,25.16478,93.01744,North-East,Tier 3,0.2,False
C00238,Assam,Hailakandi,24.5017,92.60069,North-East,Tier 3,0.2,False
C00239,Assam,Hajo,26.2452,91.52525,North-East,Tier 3,0.2,False
C00240,Assam,Hojai,26.00281,92.85605,North-East,Tier 3,0.2,False
C00241,Assam,Howli,26.42237,90.98004,North-East,Tier 3,0.2,False
C00242,Assam,Jogighopa,26.22646,90.57247,North-East,Tier 3,0.2,False
C00243,Assam,Jorhat,26.8,94.26,North-East,Tier 3,0.2,False
C00244,Assam,Kamrup,26.22322,91.65344,North-East,Tier 3,0.2,False
C00245,Assam,Kamrup Metropolitan,26.05375,92.00763,North-East,Tier 3,0.2,False
C00246,Assam,Karbi Anglong,26.0,93.5,North-East,Tier 3,0.2,False
C00247,Assam,Karimganj,24.6,92.4,North-East,Tier 3,0.2,False
C00248,Assam,Kharupatia,26.51839,92.14722,North-East,Tier 3,0.2,False
C00249,Assam,Kokrajhar,26.6,90.2,North-East,Tier 3,0.2,False
C00250,Assam,Lakhimpur,27.35,94.25,North-East,Tier 3,0.2,False
C00251,Assam,Lakhipur,24.79281,93.0091,North-East,Tier 3,0.2,False
C00252,Assam,Lala,24.55418,92.61592,North-East,Tier 3,0.2,False
C00253,Assam,Lumding Railway Colony,25.74903,93.16998,North-East,Tier 3,0.2,False
C00254,Assam,Mahur,25.18305,93.11342,North-East,Tier 3,0.2,False
C00255,Assam,Maibong,25.30125,93.13811,North-East,Tier 3,0.2,False
C00256,Assam,Makum,27.48652,95.43646,North-East,Tier 3,0.2,False
C00257,Assam,Mangaldai,26.44212,92.03047,North-East,Tier 3,0.2,False
C00258,Assam,Mariani,26.65725,94.31529,North-East,Tier 3,0.2,False
C00259,Assam,Moranha,27.18735,94.91557,North-East,Tier 3,0.2,False
C00260,Assam,Morigaon,26.25213,92.34238,North-East,Tier 3,0.2,False
C00261,Assam,Nagaon,26.35037,92.69225,North-East,Tier 3,0.2,False
C00262,Assam,Nahorkatiya,27.28912,95.3418,North-East,Tier 3,0.2,False
C00263,Assam,Nalbari,26.5,91.4,North-East,Tier 3,0.2,False
C00264,Assam,Namrup,27.19395,95.31929,North-East,Tier 3,0.2,False
C00265,Assam,Nazira,26.91649,94.73611,North-East,Tier 3,0.2,False
C00266,Assam,North Guwahati,26.19749,91.7202,North-East,Tier 3,0.2,False
C00267,Assam,North Lakhimpur,27.23517,94.10357,North-East,Tier 3,0.2,False
C00268,Assam,Numaligarh,26.62249,93.72225,North-East,Tier 3,0.2,False
C00269,Assam,Palasbari,26.12388,91.53974,North-East,Tier 3,0.2,False
C00270,Assam,Raha,26.23333,92.51667,North-East,Tier 3,0.2,False
C00271,Assam,Rangapara,26.83772,92.66876,North-East,Tier 3,0.2,False
C00272,Assam,Rangia,26.44931,91.61356,North-East,Tier 3,0.2,False
C00273,Assam,Sapatgram,26.33732,90.1236,North-East,Tier 3,0.2,False
C00274,Assam,Sarupathar,26.206,96.81,North-East,Tier 3,0.2,False
C00275,Assam,Sibsagar,26.98427,94.63784,North-East,Tier 3,0.2,False
C00276,Assam,Silapathar,27.59441,94.72402,North-East,Tier 3,0.2,False
C00277,Assam,Silchar,24.82733,92.79787,North-East,Tier 3,0.2,False
C00278,Assam,Soalkuchi,26.16806,91.57111,North-East,Tier 3,0.2,False
C00279,Assam,Sonari,27.02462,95.01629,North-East,Tier 3,0.2,False
C00280,Assam,Sonitpur,26.76748,92.96425,North-East,Tier 3,0.2,False
C00281,Assam,Sorbhog,26.48612,90.8859,North-East,Tier 3,0.2,False
C00282,Assam,Tezpur,26.63333,92.8,North-East,Tier 3,0.2,False
C00283,Assam,Tinsukia,27.6,95.6,North-East,Tier 3,0.2,False
C00284,Assam,Titabar,26.6014,94.20386,North-East,Tier 3,0.2,False
C00285,Assam,Udalguri,26.75367,92.10215,North-East,Tier 3,0.2,False
C00286,Bihar,Amarpur,25.03967,86.90247,East,Tier 3,0.2,False
C00287,Bihar,Araria,26.2,87.4,East,Tier 3,0.2,False
C00288,Bihar,Arrah,25.55629,84.66335,East,Tier 3,0.2,False
C00289,Bihar,Arwal,25.16158,84.6904,East,Tier 3,0.2,False
C00290,Bihar,Asarganj,25.15046,86.68639,East,Tier 3,0.2,False
C00291,Bihar,Aurangabad,24.75204,84.3742,East,Tier 2,0.6,False
C00292,Bihar,Bagaha,27.09918,84.09003,East,Tier 3,0.2,False
C00293,Bihar,Bahadurganj,26.26172,87.82443,East,Tier 3,0.2,False
C00294,Bihar,Bairagnia,26.74063,85.27323,East,Tier 3,0.2,False
C00295,Bihar,Baisi,25.86302,87.74487,East,Tier 3,0.2,False
C00296,Bihar,Bakhtiyarpur,25.46179,85.53179,East,Tier 3,0.2,False
C00297,Bihar,Bangaon,25.86728,86.51152,East,Tier 3,0.2,False
C00298,Bihar,Banka,24.89214,86.98425,East,Tier 3,0.2,False
C00299,Bihar,Banmankhi,25.88857,87.19421,East,Tier 3,0.2,False
C00300,Bihar,Bar Bigha,25.21855,85.7332,East,Tier 3,0.2,False
C00301,Bihar,Barauli,26.38109,84.58648,East,Tier 3,0.2,False
C00302,Bihar,Barh,25.48339,85.70928,East,Tier 3,0.2,False
C00303,Bihar,Barhiya,25.28814,86.02055,East,Tier 3,0.2,False
C00304,Bihar,Bariarpur,25.28791,86.57643,East,Tier 3,0.2,False
C00305,Bihar,Baruni,25.47509,85.96813,East,Tier 3,0.2,False
C00306,Bihar,Begusarai,25.41853,86.13389,East,Tier 3,0.2,False
C00307,Bihar,Belsand,26.44365,85.40076,East,Tier 3,0.2,False
C00308,Bihar,Bettiah,26.80229,84.50311,East,Tier 3,0.2,False
C00309,Bihar,Bhabhua,25.04049,83.60749,East,Tier 3,0.2,False
C00310,Bihar,Bhagalpur,25.29023,87.06665,East,Tier 3,0.2,False
C00311,Bihar,Bhagirathpur,26.2695,86.06346,East,Tier 3,0.2,False
C00312,Bihar,Bhawanipur,26.45352,87.02744,East,Tier 3,0.2,False
C00313,Bihar,Bhojpur,25.30886,84.44504,East,Tier 3,0.2,False
C00314,Bihar,Bihar Sharif,25.20084,85.52389,East,Tier 3,0.2,False
C00315,Bihar,Bihariganj,25.73415,86.98837,East,Tier 3,0.2,False
C00316,Bihar,Bikramganj,25.21073,84.25508,East,Tier 3,0.2,False
C00317,Bihar,Birpur,26.50823,87.01194,East,Tier 3,0.2,False
C00318,Bihar,Buddh Gaya,24.69808,84.9869,East,Tier 3,0.2,False
C00319,Bihar,Buxar,25.5,84.1,East,Tier 3,0.2,False
C00320,Bihar,Chakia,26.41598,85.04665,East,Tier 3,0.2,False
C00321,Bihar,Chapra,25.78031,84.74709,East,Tier 3,0.2,False
C00322,Bihar,Chhatapur,26.21965,87.00479,East,Tier 3,0.2,False
C00323,Bihar,Colgong,25.26328,87.23264,East,Tier 3,0.2,False
