city_id,city,state,region,default_warehouse,backup_warehouse,latitude,longitude
C00060,jammalamadugu,Andhra Pradesh,South,Hyderabad,Nagpur,14.84677,78.38314
C00061,kadiri,Andhra Pradesh,South,Hyderabad,Nagpur,14.11168,78.15982
C00062,kaikalur,Andhra Pradesh,South,Hyderabad,Nagpur,16.55154,81.214
C00063,kakinada,Andhra Pradesh,South,Hyderabad,Nagpur,16.96036,82.23809
C00064,kalyandurg,Andhra Pradesh,South,Hyderabad,Nagpur,14.54519,77.10552
C00065,kamalapuram,Andhra Pradesh,South,Hyderabad,Nagpur,14.5983,78.66948
C00066,kandukur,Andhra Pradesh,South,Hyderabad,Nagpur,15.21542,79.9039
C00067,kanigiri,Andhra Pradesh,South,Hyderabad,Nagpur,15.40555,79.50694
C00068,kankipadu,Andhra Pradesh,South,Hyderabad,Nagpur,16.4353,80.76715
C00069,kanuru,Andhra Pradesh,South,Hyderabad,Nagpur,16.28584,81.25464
C00070,kavali,Andhra Pradesh,South,Hyderabad,Nagpur,14.9163,79.99449
C00071,kolanukonda,Andhra Pradesh,South,Hyderabad,Nagpur,16.45392,80.61046
C00072,kondapalle,Andhra Pradesh,South,Hyderabad,Nagpur,16.61989,80.54244
C00073,korukollu,Andhra Pradesh,South,Hyderabad,Nagpur,16.5,81.25
C00074,kosigi,Andhra Pradesh,South,Hyderabad,Nagpur,15.8551,77.24463
C00075,kovvur,Andhra Pradesh,South,Hyderabad,Nagpur,17.0162,81.72934
C00076,krishna,Andhra Pradesh,South,Hyderabad,Nagpur,16.66667,81.0
C00077,kuppam,Andhra Pradesh,South,Hyderabad,Nagpur,12.74931,78.34189
C00078,kurnool,Andhra Pradesh,South,Hyderabad,Nagpur,15.58333,78.33333
C00079,macherla,Andhra Pradesh,South,Hyderabad,Nagpur,16.47635,79.43533
C00080,machilipatnam,Andhra Pradesh,South,Hyderabad,Nagpur,16.18747,81.13888
C00081,madanapalle,Andhra Pradesh,South,Hyderabad,Nagpur,13.5503,78.50288
C00082,madugula,Andhra Pradesh,South,Hyderabad,Nagpur,17.91589,82.81578
C00083,mandapeta,Andhra Pradesh,South,Hyderabad,Nagpur,16.86254,81.92921
C00084,mandasa,Andhra Pradesh,South,Hyderabad,Nagpur,18.8683,84.46296
C00085,mangalagiri,Andhra Pradesh,South,Hyderabad,Nagpur,16.43083,80.56815
C00086,markapur,Andhra Pradesh,South,Hyderabad,Nagpur,15.73534,79.26848
C00087,nagari,Andhra Pradesh,South,Hyderabad,Nagpur,13.32139,79.58557
C00088,nagireddipalli,Andhra Pradesh,South,Hyderabad,Nagpur,14.27005,79.10131
C00089,nandigama,Andhra Pradesh,South,Hyderabad,Nagpur,16.7717,80.28596
C00090,nandikotkur,Andhra Pradesh,South,Hyderabad,Nagpur,15.85668,78.26569
C00091,nandyal,Andhra Pradesh,South,Hyderabad,Nagpur,15.47799,78.4836
C00092,narasannapeta,Andhra Pradesh,South,Hyderabad,Nagpur,18.41428,84.04463
C00093,narasapur,Andhra Pradesh,South,Hyderabad,Nagpur,16.43425,81.69845
C00094,narasaraopet,Andhra Pradesh,South,Hyderabad,Nagpur,16.23488,80.04927
C00095,narasingapuram,Andhra Pradesh,South,Hyderabad,Nagpur,13.60759,79.31652
C00096,narayanavanam,Andhra Pradesh,South,Hyderabad,Nagpur,13.42565,79.58881
C00097,narsipatnam,Andhra Pradesh,South,Hyderabad,Nagpur,17.66709,82.61245
C00098,nayudupet,Andhra Pradesh,South,Hyderabad,Nagpur,13.90742,79.89465
C00099,nellore,Andhra Pradesh,South,Hyderabad,Nagpur,14.08333,79.58333
C00100,nidadavole,Andhra Pradesh,South,Hyderabad,Nagpur,16.90572,81.67222
C00101,nuzvid,Andhra Pradesh,South,Hyderabad,Nagpur,16.78854,80.84593
C00102,ongole,Andhra Pradesh,South,Hyderabad,Nagpur,15.50357,80.04454
C00103,pakala,Andhra Pradesh,South,Hyderabad,Nagpur,13.44903,79.11493
C00104,palakollu,Andhra Pradesh,South,Hyderabad,Nagpur,16.5167,81.73
C00105,palasa,Andhra Pradesh,South,Hyderabad,Nagpur,18.77257,84.41012
C00106,palkonda,Andhra Pradesh,South,Hyderabad,Nagpur,18.60374,83.75568
C00107,pallevada,Andhra Pradesh,South,Hyderabad,Nagpur,16.5779,81.29463
C00108,palmaner,Andhra Pradesh,South,Hyderabad,Nagpur,13.2,78.74725
C00109,parlakimidi,Andhra Pradesh,South,Hyderabad,Nagpur,18.78113,84.08836
C00110,parvatipuram,Andhra Pradesh,South,Hyderabad,Nagpur,18.78392,83.42569
C00111,pavuluru,Andhra Pradesh,South,Hyderabad,Nagpur,15.85292,80.16468
C00112,pedana,Andhra Pradesh,South,Hyderabad,Nagpur,16.25582,81.14378
C00113,pedda nakkalapalem,Andhra Pradesh,South,Hyderabad,Nagpur,15.8668,80.16202
C00114,peddapuram,Andhra Pradesh,South,Hyderabad,Nagpur,17.07701,82.13836
C00115,penugonda,Andhra Pradesh,South,Hyderabad,Nagpur,16.65363,81.7455
C00116,penukonda,Andhra Pradesh,South,Hyderabad,Nagpur,14.08286,77.59473
C00117,phirangipuram,Andhra Pradesh,South,Hyderabad,Nagpur,16.29078,80.26233
C00118,pippara,Andhra Pradesh,South,Hyderabad,Nagpur,16.71667,81.55
C00119,pithapuram,Andhra Pradesh,South,Hyderabad,Nagpur,17.1168,82.25284
C00120,polavaram,Andhra Pradesh,South,Hyderabad,Nagpur,17.24754,81.64372
C00121,ponnur,Andhra Pradesh,South,Hyderabad,Nagpur,16.07114,80.54944
C00122,ponnuru,Andhra Pradesh,South,Hyderabad,Nagpur,16.06547,80.55203
C00123,prakasam,Andhra Pradesh,South,Hyderabad,Nagpur,15.5,79.5
C00124,proddatur,Andhra Pradesh,South,Hyderabad,Nagpur,14.7502,78.54813
C00125,pulivendla,Andhra Pradesh,South,Hyderabad,Nagpur,14.42139,78.22502
C00126,punganuru,Andhra Pradesh,South,Hyderabad,Nagpur,13.36672,78.57186
C00127,puttaparthi,Andhra Pradesh,South,Hyderabad,Nagpur,14.1652,77.8117
C00128,puttur,Andhra Pradesh,South,Hyderabad,Nagpur,13.44189,79.55314
C00128,puttur,Andhra Pradesh,South,Hyderabad,Nagpur,12.75975,75.20169
C00129,rajahmundry,Andhra Pradesh,South,Hyderabad,Nagpur,17.00517,81.77784
C00130,ramachandrapuram,Andhra Pradesh,South,Hyderabad,Nagpur,16.83636,82.02871
C00131,ramanayyapeta,Andhra Pradesh,South,Hyderabad,Nagpur,16.94516,82.2385
C00132,ramapuram,Andhra Pradesh,South,Hyderabad,Nagpur,15.28749,77.86722
C00133,rampachodavaram,Andhra Pradesh,South,Hyderabad,Nagpur,17.44088,81.77558
C00134,rayachoti,Andhra Pradesh,South,Hyderabad,Nagpur,14.05723,78.75056
C00135,rayadrug,Andhra Pradesh,South,Hyderabad,Nagpur,14.69971,76.85241
C00136,razam,Andhra Pradesh,South,Hyderabad,Nagpur,18.44909,83.65957
C00137,razampeta,Andhra Pradesh,South,Hyderabad,Nagpur,14.19544,79.15896
C00138,razole,Andhra Pradesh,South,Hyderabad,Nagpur,16.47608,81.83912
C00139,renigunta,Andhra Pradesh,South,Hyderabad,Nagpur,13.65143,79.51256
C00140,repalle,Andhra Pradesh,South,Hyderabad,Nagpur,16.0184,80.82958
C00141,salur,Andhra Pradesh,South,Hyderabad,Nagpur,18.51716,83.20548
C00142,samalkot,Andhra Pradesh,South,Hyderabad,Nagpur,17.05675,82.17639
C00143,sattenapalle,Andhra Pradesh,South,Hyderabad,Nagpur,16.39381,80.15221
C00144,singarayakonda,Andhra Pradesh,South,Hyderabad,Nagpur,15.23046,80.02794
C00145,sompeta,Andhra Pradesh,South,Hyderabad,Nagpur,18.94419,84.58449
C00146,srikakulam,Andhra Pradesh,South,Hyderabad,Nagpur,18.2989,83.89751
C00147,srisailain,Andhra Pradesh,South,Hyderabad,Nagpur,16.07217,78.86816
C00148,suluru,Andhra Pradesh,South,Hyderabad,Nagpur,13.7,80.01667
C00149,tadepalle,Andhra Pradesh,South,Hyderabad,Nagpur,16.48333,80.6
C00150,tadepallegudem,Andhra Pradesh,South,Hyderabad,Nagpur,16.81467,81.52717
C00151,tadpatri,Andhra Pradesh,South,Hyderabad,Nagpur,14.90832,78.01031
C00152,tanuku,Andhra Pradesh,South,Hyderabad,Nagpur,16.75438,81.68143
C00153,tekkali,Andhra Pradesh,South,Hyderabad,Nagpur,18.6057,84.23546
C00154,tirumala,Andhra Pradesh,South,Hyderabad,Nagpur,13.68333,79.35
C00155,tirupati,Andhra Pradesh,South,Hyderabad,Nagpur,13.63551,79.41989
C00156,tuni,Andhra Pradesh,South,Hyderabad,Nagpur,17.35905,82.54607
C00157,uravakonda,Andhra Pradesh,South,Hyderabad,Nagpur,14.94348,77.25494
C00158,vadlamuru,Andhra Pradesh,South,Hyderabad,Nagpur,17.09545,82.16565
C00159,vadlapudi,Andhra Pradesh,South,Hyderabad,Nagpur,14.31119,79.8043
C00160,venkatagiri,Andhra Pradesh,South,Hyderabad,Nagpur,13.96005,79.58032
C00161,vepagunta,Andhra Pradesh,South,Hyderabad,Nagpur,17.77844,83.21577
C00162,vetapalem,Andhra Pradesh,South,Hyderabad,Nagpur,15.78502,80.30663
C00163,vijayawada,Andhra Pradesh,South,Hyderabad,Nagpur,16.50745,80.6466
C00164,vinukonda,Andhra Pradesh,South,Hyderabad,Nagpur,16.0531,79.73964
C00165,visakhapatnam,Andhra Pradesh,South,Hyderabad,Nagpur,17.68009,83.20161
C00166,vizianagaram,Andhra Pradesh,South,Hyderabad,Nagpur,18.11692,83.41148
C00167,vizianagaram district,Andhra Pradesh,South,Hyderabad,Nagpur,18.41102,83.37677
C00168,vuyyuru,Andhra Pradesh,South,Hyderabad,Nagpur,16.36307,80.84406
C00169,west godavari,Andhra Pradesh,South,Hyderabad,Nagpur,17.0,81.16667
C00170,yanam,Andhra Pradesh,South,Hyderabad,Nagpur,16.73308,82.21364
C00170,yanam,Andhra Pradesh,South,Hyderabad,Nagpur,16.73463,82.21773
C00171,yanamalakuduru,Andhra Pradesh,South,Hyderabad,Nagpur,16.48531,80.66746
C00172,yarada,Andhra Pradesh,South,Hyderabad,Nagpur,17.65872,83.27419
C00173,along,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.16951,94.8006
C00174,anjaw,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.06549,96.82878
C00175,basar,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.99008,94.69451
C00176,bomdila,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.26475,92.42472
C00177,changlang,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.36265,96.34518
C00178,dibang valley,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.7,95.7
C00179,east kameng,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.3,93.05
C00180,east siang,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.12379,95.16339
C00181,hayuliang,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.07301,96.54305
C00182,itanagar,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.08694,93.60987
C00183,khonsa,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.01667,95.56667
C00184,kurung kumey,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.99983,93.3924
C00185,lohit district,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.84012,96.19521
C00186,lower dibang valley,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.37258,95.8804
C00187,lower subansiri,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.62554,93.93908
C00188,margherita,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.28482,95.66796
C00189,naharlagun,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.10467,93.69518
C00190,pasighat,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.06631,95.32678
C00191,tawang,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.57417,91.92437
C00192,tezu,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.91256,96.12882
C00193,tirap,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.01917,95.51788
C00194,upper siang,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.83355,94.91806
C00195,upper subansiri,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.3,94.0
C00196,west kameng,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.4,92.35
C00197,west siang,Arunachal Pradesh,North-East,Kolkata,Nagpur,28.4,94.55
C00198,ziro,Arunachal Pradesh,North-East,Kolkata,Nagpur,27.59497,93.83854
C00199,abhayapuri,Assam,North-East,Kolkata,Nagpur,26.32255,90.68526
C00200,amguri,Assam,North-East,Kolkata,Nagpur,26.81482,94.52614
C00201,badarpur,Assam,North-East,Kolkata,Nagpur,24.86852,92.59606
C00202,baksa,Assam,North-East,Kolkata,Nagpur,26.69804,91.15142
C00203,barpathar,Assam,North-East,Kolkata,Nagpur,26.28709,93.88844
C00204,barpeta,Assam,North-East,Kolkata,Nagpur,26.47104,91.0308
C00205,barpeta road,Assam,North-East,Kolkata,Nagpur,26.50284,90.96937
C00206,basugaon,Assam,North-East,Kolkata,Nagpur,26.46742,90.41951
C00207,bihpuriagaon,Assam,North-East,Kolkata,Nagpur,27.01718,93.91673
C00208,bijni,Assam,North-East,Kolkata,Nagpur,26.49588,90.70298
C00209,bilasipara,Assam,North-East,Kolkata,Nagpur,26.23285,90.2341
C00210,bokajan,Assam,North-East,Kolkata,Nagpur,26.02131,93.77945
C00211,bokakhat,Assam,North-East,Kolkata,Nagpur,26.64018,93.60052
C00212,bongaigaon,Assam,North-East,Kolkata,Nagpur,26.4603,90.6464
C00213,cachar,Assam,North-East,Kolkata,Nagpur,24.78213,92.85771
C00214,chabua,Assam,North-East,Kolkata,Nagpur,27.48253,95.17451
C00215,chapar,Assam,North-East,Kolkata,Nagpur,26.27266,90.44556
C00216,chirang,Assam,North-East,Kolkata,Nagpur,26.52527,90.49066
C00217,darrang,Assam,North-East,Kolkata,Nagpur,26.51195,92.16843
C00218,dergaon,Assam,North-East,Kolkata,Nagpur,26.7,93.96667
C00219,dhekiajuli,Assam,North-East,Kolkata,Nagpur,26.70367,92.47808
C00220,dhemaji,Assam,North-East,Kolkata,Nagpur,27.6091,94.7942
C00221,dhing,Assam,North-East,Kolkata,Nagpur,26.46793,92.47336
C00222,dhubri,Assam,North-East,Kolkata,Nagpur,26.06749,90.02238
C00223,dibrugarh,Assam,North-East,Kolkata,Nagpur,27.5,95.0
C00224,digboi,Assam,North-East,Kolkata,Nagpur,27.39321,95.61839
C00225,dima hasao district,Assam,North-East,Kolkata,Nagpur,25.5,93.0
C00226,diphu,Assam,North-East,Kolkata,Nagpur,25.84341,93.43116
C00227,dispur,Assam,North-East,Kolkata,Nagpur,26.13564,91.80069
C00228,duliagaon,Assam,North-East,Kolkata,Nagpur,27.37227,95.30754
C00229,dum duma,Assam,North-East,Kolkata,Nagpur,27.56884,95.55664
C00230,gauripur,Assam,North-East,Kolkata,Nagpur,26.08334,89.96118
C00231,goalpara,Assam,North-East,Kolkata,Nagpur,26.12791,90.60974
C00232,gohpur,Assam,North-East,Kolkata,Nagpur,26.88184,93.6156
C00233,golaghat,Assam,North-East,Kolkata,Nagpur,26.4092,93.91193
C00234,golakganj,Assam,North-East,Kolkata,Nagpur,26.10216,89.82275
C00235,goshaingaon,Assam,North-East,Kolkata,Nagpur,26.43946,89.96307
C00236,guwahati,Assam,North-East,Kolkata,Nagpur,26.1844,91.7458
C00237,haflong,Assam,North-East,Kolkata,Nagpur,25.16478,93.01744
C00238,hailakandi,Assam,North-East,Kolkata,Nagpur,24.5017,92.60069
C00239,hajo,Assam,North-East,Kolkata,Nagpur,26.2452,91.52525
C00240,hojai,Assam,North-East,Kolkata,Nagpur,26.00281,92.85605
C00241,howli,Assam,North-East,Kolkata,Nagpur,26.42237,90.98004
C00242,jogighopa,Assam,North-East,Kolkata,Nagpur,26.22646,90.57247
C00243,jorhat,Assam,North-East,Kolkata,Nagpur,26.8,94.26
C00244,kamrup,Assam,North-East,Kolkata,Nagpur,26.22322,91.65344
C00245,kamrup metropolitan,Assam,North-East,Kolkata,Nagpur,26.05375,92.00763
C00246,karbi anglong,Assam,North-East,Kolkata,Nagpur,26.0,93.5
C00247,karimganj,Assam,North-East,Kolkata,Nagpur,24.6,92.4
C00248,kharupatia,Assam,North-East,Kolkata,Nagpur,26.51839,92.14722
C00249,kokrajhar,Assam,North-East,Kolkata,Nagpur,26.6,90.2
C00250,lakhimpur,Assam,North-East,Kolkata,Nagpur,27.35,94.25
C00250,lakhimpur,Assam,North-East,Kolkata,Nagpur,27.94822,80.77935
C00251,lakhipur,Assam,North-East,Kolkata,Nagpur,24.79281,93.0091
C00252,lala,Assam,North-East,Kolkata,Nagpur,24.55418,92.61592
C00253,lumding railway colony,Assam,North-East,Kolkata,Nagpur,25.74903,93.16998
C00254,mahur,Assam,North-East,Kolkata,Nagpur,25.18305,93.11342
C00255,maibong,Assam,North-East,Kolkata,Nagpur,25.30125,93.13811
C00256,makum,Assam,North-East,Kolkata,Nagpur,27.48652,95.43646
C00257,mangaldai,Assam,North-East,Kolkata,Nagpur,26.44212,92.03047
C00258,mariani,Assam,North-East,Kolkata,Nagpur,26.65725,94.31529
C00259,moranha,Assam,North-East,Kolkata,Nagpur,27.18735,94.91557
C00260,morigaon,Assam,North-East,Kolkata,Nagpur,26.25213,92.34238
C00261,nagaon,Assam,North-East,Kolkata,Nagpur,26.35037,92.69225
C00262,nahorkatiya,Assam,North-East,Kolkata,Nagpur,27.28912,95.3418
C00263,nalbari,Assam,North-East,Kolkata,Nagpur,26.5,91.4
C00264,namrup,Assam,North-East,Kolkata,Nagpur,27.19395,95.31929
C00265,nazira,Assam,North-East,Kolkata,Nagpur,26.91649,94.73611
C00266,north guwahati,Assam,North-East,Kolkata,Nagpur,26.19749,91.7202
C00267,north lakhimpur,Assam,North-East,Kolkata,Nagpur,27.23517,94.10357
C00268,numaligarh,Assam,North-East,Kolkata,Nagpur,26.62249,93.72225
C00269,palasbari,Assam,North-East,Kolkata,Nagpur,26.12388,91.53974
C00270,raha,Assam,North-East,Kolkata,Nagpur,26.23333,92.51667
C00271,rangapara,Assam,North-East,Kolkata,Nagpur,26.83772,92.66876
C00272,rangia,Assam,North-East,Kolkata,Nagpur,26.44931,91.61356
C00273,sapatgram,Assam,North-East,Kolkata,Nagpur,26.33732,90.1236
C00274,sarupathar,Assam,North-East,Kolkata,Nagpur,26.206,96.81
C00275,sibsagar,Assam,North-East,Kolkata,Nagpur,26.98427,94.63784
C00276,silapathar,Assam,North-East,Kolkata,Nagpur,27.59441,94.72402
C00277,silchar,Assam,North-East,Kolkata,Nagpur,24.82733,92.79787
C00278,soalkuchi,Assam,North-East,Kolkata,Nagpur,26.16806,91.57111
C00279,sonari,Assam,North-East,Kolkata,Nagpur,27.02462,95.01629
C00280,sonitpur,Assam,North-East,Kolkata,Nagpur,26.76748,92.96425
C00281,sorbhog,Assam,North-East,Kolkata,Nagpur,26.48612,90.8859
C00282,tezpur,Assam,North-East,Kolkata,Nagpur,26.63333,92.8
C00283,tinsukia,Assam,North-East,Kolkata,Nagpur,27.6,95.6
C00284,titabar,Assam,North-East,Kolkata,Nagpur,26.6014,94.20386
C00285,udalguri,Assam,North-East,Kolkata,Nagpur,26.75367,92.10215
C00286,amarpur,Bihar,East,Kolkata,Nagpur,25.03967,86.90247
C00286,amarpur,Bihar,East,Kolkata,Nagpur,23.5257,91.65879
C00287,araria,Bihar,East,Kolkata,Nagpur,26.2,87.4
C00288,arrah,Bihar,East,Kolkata,Nagpur,25.55629,84.66335
C00289,arwal,Bihar,East,Kolkata,Nagpur,25.16158,84.6904
C00290,asarganj,Bihar,East,Kolkata,Nagpur,25.15046,86.68639
C00291,aurangabad,Bihar,East,Kolkata,Nagpur,24.75204,84.3742
C00291,aurangabad,Bihar,East,Kolkata,Nagpur,19.88467,75.33986
C00292,bagaha,Bihar,East,Kolkata,Nagpur,27.09918,84.09003
C00293,bahadurganj,Bihar,East,Kolkata,Nagpur,26.26172,87.82443
C00294,bairagnia,Bihar,East,Kolkata,Nagpur,26.74063,85.27323
C00295,baisi,Bihar,East,Kolkata,Nagpur,25.86302,87.74487
C00296,bakhtiyarpur,Bihar,East,Kolkata,Nagpur,25.46179,85.53179
C00297,bangaon,Bihar,East,Kolkata,Nagpur,25.86728,86.51152
C00297,bangaon,Bihar,East,Kolkata,Nagpur,23.07,88.82
C00298,banka,Bihar,East,Kolkata,Nagpur,24.89214,86.98425
C00299,banmankhi,Bihar,East,Kolkata,Nagpur,25.88857,87.19421
C00300,bar bigha,Bihar,East,Kolkata,Nagpur,25.21855,85.7332
C00301,barauli,Bihar,East,Kolkata,Nagpur,26.38109,84.58648
C00302,barh,Bihar,East,Kolkata,Nagpur,25.48339,85.70928
C00303,barhiya,Bihar,East,Kolkata,Nagpur,25.28814,86.02055
C00304,bariarpur,Bihar,East,Kolkata,Nagpur,25.28791,86.57643
C00305,baruni,Bihar,East,Kolkata,Nagpur,25.47509,85.96813
C00306,begusarai,Bihar,East,Kolkata,Nagpur,25.41853,86.13389
C00307,belsand,Bihar,East,Kolkata,Nagpur,26.44365,85.40076
C00308,bettiah,Bihar,East,Kolkata,Nagpur,26.80229,84.50311
C00309,bhabhua,Bihar,East,Kolkata,Nagpur,25.04049,83.60749
C00310,bhagalpur,Bihar,East,Kolkata,Nagpur,25.29023,87.06665
C00311,bhagirathpur,Bihar,East,Kolkata,Nagpur,26.2695,86.06346
C00312,bhawanipur,Bihar,East,Kolkata,Nagpur,26.45352,87.02744
C00313,bhojpur,Bihar,East,Kolkata,Nagpur,25.30886,84.44504
C00314,bihar sharif,Bihar,East,Kolkata,Nagpur,25.20084,85.52389
C00315,bihariganj,Bihar,East,Kolkata,Nagpur,25.73415,86.98837
C00316,bikramganj,Bihar,East,Kolkata,Nagpur,25.21073,84.25508
C00317,birpur,Bihar,East,Kolkata,Nagpur,26.50823,87.01194
C00317,birpur,Bihar,East,Kolkata,Nagpur,26.53,86.25
C00318,buddh gaya,Bihar,East,Kolkata,Nagpur,24.69808,84.9869
